date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:56:59	82018/82018	U-----	200	untouched ('')	image/jpeg	etag:%221be8ad75ba02330ec0cb0a2ccf185e6c%22	https://www.kiprotichkimutai.dev/knbs2.jpeg	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/knbs2.jpeg	(from https://www.kiprotichkimutai.dev/)
21:56:59	18622618/18622618	U-----	200	untouched ('')	image/jpeg	etag:%22975a7f95ba1f82671f576566d4c106ae%22	https://www.kiprotichkimutai.dev/open.jpg	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/open.jpg	(from https://www.kiprotichkimutai.dev/)
21:56:59	437/437	U-----	200	untouched ('')	application/javascript	etag:%22a289a4dc956924391c6c6821983104fa%22	https://www.kiprotichkimutai.dev/_next/static/chunks/78e521c3-40aecffeb236941e.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/78e521c3-40aecffeb236941e.js	(from https://www.kiprotichkimutai.dev/ticket)
21:56:59	2443/2443	U-----	200	untouched ('')	application/javascript	etag:W/%2283f1eccd36bba04eda8efda8f807307d%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/ticket-b19ab1edf4bea91d.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/ticket-b19ab1edf4bea91d.js	(from https://www.kiprotichkimutai.dev/ticket)
21:56:59	6380923/6380923	U-----	200	untouched ('')	image/png	etag:%223d950275790fd6aaf6b57b51c4057775%22	https://www.kiprotichkimutai.dev/kultureke.png	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/kultureke.png	(from https://www.kiprotichkimutai.dev/ticket)
21:56:59	156682/156682	U-----	200	untouched ('')	image/jpeg	etag:%22715c726050c532d73ab12c8c00b92e36%22	https://uploads-ssl.webflow.com/5eb98b2079b4fc247b5a89f3/5eb99a5ca959aafef7674902_Testimonial%201.jpg	C:/Users/TRACY/Desktop/portfolio/uploads-ssl.webflow.com/5eb98b2079b4fc247b5a89f3/5eb99a5ca959aafef7674902_Testimonial%201.jpg	(from https://www.kiprotichkimutai.dev/)
21:57:00	2548/2548	U-----	200	untouched ('')	application/javascript	etag:W/%22206334051b2731822f410d3b9431e7d5%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/pataride-27106907aae84754.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/pataride-27106907aae84754.js	(from https://www.kiprotichkimutai.dev/pataride)
21:57:00	4937290/4937290	U-----	200	untouched ('')	image/jpeg	etag:%22f4de34a1967dcdefa52abd7b3db4ce47%22	https://www.kiprotichkimutai.dev/car2.jpg	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/car2.jpg	(from https://www.kiprotichkimutai.dev/pataride)
21:57:00	2550/2550	U-----	200	untouched ('')	application/javascript	etag:W/%2268ba1b3bf9e20a829eb90e910e7f2f0d%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/lipiangoma-15571c11f4cac046.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/lipiangoma-15571c11f4cac046.js	(from https://www.kiprotichkimutai.dev/lipiangoma)
21:57:25	15660451/15660451	U-----	200	untouched ('')	video/mp4	etag:%2220859e3c1f6b16168017e6fedc5236c5%22	https://www.kiprotichkimutai.dev/_next/static/videos/mche.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/mche.mp4	(from https://www.kiprotichkimutai.dev/mche)
21:57:25	2659/2659	U-----	200	untouched ('')	application/javascript	etag:W/%22be28dd772657680a9933ad6588dd4c96%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/mche-c6c266beaae51c1f.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/mche-c6c266beaae51c1f.js	(from https://www.kiprotichkimutai.dev/mche)
21:57:26	2465/2465	U-----	200	untouched ('')	application/javascript	etag:W/%22d954d3e06accc5acf83fc0cd1e39f2e4%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/jkuatses-42d6bb922682dc55.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/jkuatses-42d6bb922682dc55.js	(from https://www.kiprotichkimutai.dev/jkuatses)
21:57:26	5663019/5663019	U-----	200	untouched ('')	image/png	etag:%224bee234f196e8f4fe191564a6d7e5404%22	https://www.kiprotichkimutai.dev/ses2.png	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/ses2.png	(from https://www.kiprotichkimutai.dev/jkuatses)
21:57:51	2666/2666	U-----	200	untouched ('')	application/javascript	etag:W/%22102b42820dde126474f5a17824da34d8%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/vet-233f784c63556227.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/vet-233f784c63556227.js	(from https://www.kiprotichkimutai.dev/vet)
21:57:51	24308765/24308765	U-----	200	untouched ('')	video/mp4	etag:%2206474cda178eb716dc15cb6384f338de%22	https://www.kiprotichkimutai.dev/_next/static/videos/vet.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/vet.mp4	(from https://www.kiprotichkimutai.dev/vet)
21:57:51	2738/2738	U-----	200	untouched ('')	application/javascript	etag:W/%224ccd1d1ae492fba975f73c4f5a6b1657%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/mechanic-30133769b3b98da4.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/mechanic-30133769b3b98da4.js	(from https://www.kiprotichkimutai.dev/mechanic)
