date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:57:52	33610830/33610830	U-----	200	untouched ('')	video/mp4	etag:%22c87955b951b18a54f7f578cc83e4c2bb%22	https://www.kiprotichkimutai.dev/_next/static/videos/mech.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/mech.mp4	(from https://www.kiprotichkimutai.dev/mechanic)
21:58:16	2926/2926	U-----	200	untouched ('')	application/javascript	etag:W/%227aed55678672eec05cd3932467cc64aa%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/lifeline-4f9af3c60ed6f031.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/lifeline-4f9af3c60ed6f031.js	(from https://www.kiprotichkimutai.dev/lifeline)
21:58:16	1288172/1288172	U-----	200	untouched ('')	video/mp4	etag:%2253a9bd818214eaab9d2fe04eddae1af7%22	https://www.kiprotichkimutai.dev/_next/static/videos/lifeline.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/lifeline.mp4	(from https://www.kiprotichkimutai.dev/lifeline)
21:58:17	2426/2426	U-----	200	untouched ('')	application/javascript	etag:W/%221f22812173d27d57da6271d1ba7b6c24%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/valentine-6a0f9f4288d7595d.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/valentine-6a0f9f4288d7595d.js	(from https://www.kiprotichkimutai.dev/valentine)
21:58:17	2417/2417	U-----	200	untouched ('')	application/javascript	etag:W/%223fcd63c558ea8162a139a85ee730d99c%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/summertides-27feb0b00046e415.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/summertides-27feb0b00046e415.js	(from https://www.kiprotichkimutai.dev/summertides)
21:58:42	2603/2603	U-----	200	untouched ('')	application/javascript	etag:W/%22255d7b304d3e910498d786e62f5e96cb%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/nimrod-4aab11de068e3874.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/nimrod-4aab11de068e3874.js	(from https://www.kiprotichkimutai.dev/nimrod)
21:58:42	2613/2613	U-----	200	untouched ('')	application/javascript	etag:W/%229b93276da4aff06d03f204f04bcd2464%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/peoples-f710edba55faf6da.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/peoples-f710edba55faf6da.js	(from https://www.kiprotichkimutai.dev/peoples)
21:58:43	17934548/17934548	U-----	200	untouched ('')	video/mp4	etag:%22c3366bfd0a82dfbc8188e961a3f23bc4%22	https://www.kiprotichkimutai.dev/_next/static/videos/peoples.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/peoples.mp4	(from https://www.kiprotichkimutai.dev/peoples)
21:58:43	2299/2299	U-----	200	untouched ('')	application/javascript	etag:W/%220602d2dd63a87587ee856e6dfe51c7fd%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/mechanical-2e140001aa55fa77.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/mechanical-2e140001aa55fa77.js	(from https://www.kiprotichkimutai.dev/mechanical)
21:59:08	10950709/10950709	U-----	200	untouched ('')	video/mp4	etag:%22455193843a90dcd91c1cb885a44fbd88%22	https://www.kiprotichkimutai.dev/_next/static/videos/ecommerce.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/ecommerce.mp4	(from https://www.kiprotichkimutai.dev/mechanical)
21:59:08	3080/3080	U-----	200	untouched ('')	application/javascript	etag:W/%224e62d97b8bc84ea2ba98fc6ef9d92101%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/product-65ae1084052520a8.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/product-65ae1084052520a8.js	(from https://www.kiprotichkimutai.dev/product)
21:59:09	17741684/17741684	U-----	200	untouched ('')	video/mp4	etag:%2258154fd3fb511b9b3dd9a2d065d141ad%22	https://www.kiprotichkimutai.dev/_next/static/videos/shp.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/shp.mp4	(from https://www.kiprotichkimutai.dev/product)
21:59:09	2450/2450	U-----	200	untouched ('')	application/javascript	etag:W/%22771abc2d4084b73032ad0cd0624345d2%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/crypto-8ae77913015015e6.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/crypto-8ae77913015015e6.js	(from https://www.kiprotichkimutai.dev/crypto)
21:59:09	33915817/33915817	U-----	200	untouched ('')	video/mp4	etag:%228a784cb5abfcc3e19f77d4122182bee0%22	https://www.kiprotichkimutai.dev/_next/static/videos/thinkopal-beats.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/thinkopal-beats.mp4	(from https://www.kiprotichkimutai.dev/crypto)
21:59:09	2468/2468	U-----	200	untouched ('')	application/javascript	etag:W/%229d50aa106aed7288364ec804a1b0acdb%22	https://www.kiprotichkimutai.dev/_next/static/chunks/pages/kinywa-03bd9096f838cf64.js	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/chunks/pages/kinywa-03bd9096f838cf64.js	(from https://www.kiprotichkimutai.dev/kinywa)
21:59:09	8313159/8313159	U-----	200	untouched ('')	video/mp4	etag:%2260e78cca31f0193fcc67f415e0be2d43%22	https://www.kiprotichkimutai.dev/_next/static/videos/kin.mp4	C:/Users/TRACY/Desktop/portfolio/www.kiprotichkimutai.dev/_next/static/videos/kin.mp4	(from https://www.kiprotichkimutai.dev/kinywa)
